Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity_Avg,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
11/09/2013,Sydney,14.7,25,0,11.6,6.8,43,28,15,30,1011.7,1008.7,5,3,16.9,24.5,No
12/09/2013,Sydney,12.1,23.6,0,6.4,10.2,74,15,6,34,1015.2,1010.1,1,4,17.5,22.4,No
13/09/2013,Sydney,10,18.5,0,5.6,6.1,41,20,24,62,1021.9,1018.1,7,7,14.9,16.9,No
14/09/2013,Sydney,14.1,22.9,2.2,3.4,8.4,54,17,24,67,1011.2,1009.1,5,3,17,20.2,Yes
15/09/2013,Sydney,12.8,18.8,0,4,6.2,33,6,17,70,1018.4,1016.3,7,5,16.4,17.9,No
16/09/2013,Sydney,14.6,17.7,1.2,2.2,0,80,6,35,83,1016,1010,8,8,16.5,16.5,Yes
17/09/2013,Sydney,15.2,23.9,32.2,NA,5.7,57,22,28,58,1000.8,998.3,6,5,17.7,23.2,Yes
18/09/2013,Sydney,15.2,25.3,0,6.8,10.7,48,20,28,41,1002,1.00E+03,6,1,20.7,24.7,No
19/09/2013,Sydney,14.2,23.4,0.2,7.6,11.2,63,9,46,26,1005.7,1002.9,0,1,19.9,22.9,No
20/09/2013,Sydney,11.4,21.6,0,6.2,10.3,69,13,24,32,1007.9,1006.2,2,6,18.6,18.9,No
21/09/2013,Sydney,11.3,22,0,7,11,37,22,19,46,1014.8,1012.2,1,2,16.8,20.1,No
22/09/2013,Sydney,11,25.2,0,4.6,10.5,28,11,20,54,1014.9,1011.6,1,2,16.9,21.6,No
23/09/2013,Sydney,12.9,24.4,0,5.4,10.9,24,7,13,55,1012,1007.3,1,1,19.1,22.8,No
24/09/2013,Sydney,17.5,28.4,0,7.4,5.3,39,2,9,32,1004.1,1000.4,7,5,22.4,26.9,No
25/09/2013,Sydney,15.6,28.8,0,6.4,10.7,43,9,20,36,1009.8,1006,0,1,23.4,27.3,No
26/09/2013,Sydney,16.2,31.8,0,8.4,11.4,NA,17,35,25,1002.9,1005.8,0,0,26.9,26.3,No
27/09/2013,Sydney,12.7,22.6,0,12.2,11.4,46,19,19,34,1019.9,1016.6,0,0,18.1,19.9,No
28/09/2013,Sydney,11.7,29.3,0,8,11.5,76,13,39,30,1011.1,1005.2,1,1,18.9,27.9,No
29/09/2013,Sydney,14.4,22.8,0,9.8,10.8,NA,13,22,35,1017.4,1014.8,1,1,19.4,20.8,No
30/09/2013,Sydney,12.4,27.4,0,6.4,10.6,35,6,17,41,1016.6,1010.7,6,3,20.3,26.2,No
1/10/2013,Sydney,20.2,32.2,0,8.6,3,85,35,41,33,1003.8,1005,7,7,24.7,26.4,No
2/10/2013,Sydney,13,26.6,0,9.8,11.2,48,17,15,29,1015.6,1007.6,1,7,20.8,26,No
3/10/2013,Sydney,15.2,18.9,0,10,3.7,65,30,24,41,1010.9,1014.3,2,4,17.7,17.2,No
4/10/2013,Sydney,9.7,20.4,5,3.8,10.6,39,15,15,41,1022.4,1019.1,2,1,16.1,19.3,Yes
5/10/2013,Sydney,11.3,25,0,5.2,9.2,28,15,13,49,1016.5,1010.4,4,6,17.8,23.4,No
6/10/2013,Sydney,14.1,29.8,0,5.6,11.2,33,9,17,33,1010.5,1005,2,3,20.1,28.9,No
7/10/2013,Sydney,15.8,21.9,0,9.8,10.4,52,26,33,52,1011.2,1010.8,2,2,18.3,20.3,No
8/10/2013,Sydney,14.3,21.9,0,5.8,11.2,44,9,22,54,1014,1015.8,1,5,17.7,19.8,No
9/10/2013,Sydney,12.3,27.3,0,5,11.9,30,13,15,48,1019,1013.1,0,0,17.6,25.7,No
10/10/2013,Sydney,17.6,37.3,0,10,10,74,15,22,16,1009.7,1003.1,7,1,27.3,37.1,No
11/10/2013,Sydney,17.9,22.1,0,13.2,10,61,24,19,57,1013.1,1012.7,5,1,18.4,20.5,No
12/10/2013,Sydney,14.3,24.7,0,5.8,11.2,31,13,24,63,1016,1009.5,0,0,18.5,23.3,No
13/10/2013,Sydney,17.5,35,0,6.6,10.8,80,11,46,28,1002.2,996.3,2,1,24.7,34.2,No
14/10/2013,Sydney,13.1,20.7,5,15.2,6.7,44,28,24,39,1014.5,1014.4,5,2,14.8,19.3,Yes
15/10/2013,Sydney,10.7,24.3,0,5.8,12.1,33,15,20,36,1022.6,1018.7,1,0,15.4,21.5,No
16/10/2013,Sydney,12.7,28.3,0,6.4,11.7,48,9,35,33,1018.9,1012.4,1,1,21.1,25.1,No
17/10/2013,Sydney,19.6,33.6,0,11.2,5.2,80,31,43,17,1005.9,1003.3,7,7,27.5,31.5,No
18/10/2013,Sydney,13.7,22.1,0,13.4,11.2,41,15,22,37,1025.8,1025.1,2,2,17.9,19.7,No
19/10/2013,Sydney,12.6,22.4,0,6.8,12.1,37,13,28,50,1028.1,1024.4,0,0,17.6,21.3,No
20/10/2013,Sydney,15.5,24.4,0,7.2,10.9,48,4,19,62,1021.5,1016.5,0,5,20.7,23.4,No
21/10/2013,Sydney,16.6,28.9,0,6.2,10.3,37,11,15,52,1016.3,1011.9,0,6,21.4,26.7,No
22/10/2013,Sydney,19.5,27,0,9.4,0.6,50,20,7,69,1016.2,1011.7,7,8,21.4,24.2,No
23/10/2013,Sydney,20.1,33.6,3.6,2.8,11.9,63,28,31,32,1004.8,1002.3,3,1,27,32.9,Yes
24/10/2013,Sydney,16.4,25.9,0,12.4,12.5,70,20,31,30,1011.7,1012.9,1,1,20.2,23.7,No
25/10/2013,Sydney,12.2,23.4,0,10.8,10.4,35,20,26,30,1023.2,1019.2,1,0,16,20.7,No
26/10/2013,Sydney,14,23.9,0,8.8,11.6,44,28,26,38,1020.9,1019.1,7,1,17.2,21.6,No
27/10/2013,Sydney,14.6,22.3,0,6,9.1,37,17,20,53,1022.5,1020.4,3,7,20.5,20.5,No
28/10/2013,Sydney,15.6,22.3,28.2,3.2,5.7,61,15,19,71,1019.5,1014.3,7,2,19.5,22.2,Yes
29/10/2013,Sydney,16.4,26.3,0,4.8,5,93,15,0,73,1006.6,1008.7,7,7,19.5,18.9,No
30/10/2013,Sydney,13.2,22.2,0.4,7.4,12,NA,0,0,53,1019.6,1018,6,2,16.7,21.7,No
31/10/2013,Sydney,15.4,22.2,0,5.4,9.8,NA,0,0,59,1022,1019.3,5,1,18.2,21.1,No
1/11/2013,Sydney,17.3,21.7,0,8,7.7,NA,0,0,62,1023.8,1020.2,7,7,19,21,No
2/11/2013,Sydney,15.9,26.1,0,5.6,7.1,NA,0,0,67,1018.2,1012.5,7,7,19.3,23.5,No
3/11/2013,Sydney,18.7,34.2,0,7.6,7.4,NA,0,0,30,1010.3,1006.1,7,6,23.8,32.8,No
4/11/2013,Sydney,14.8,20.5,0,11.2,11.7,NA,0,0,36,1022.5,1024,1,1,17,19,No
5/11/2013,Sydney,15,21.4,0,9.8,4.3,33,0,20,53,1028,1026.5,7,5,16.6,19.1,No
6/11/2013,Sydney,11.8,21.4,0,4.6,12.2,43,11,30,55,1024.3,1019.2,1,1,17.4,20.7,No
7/11/2013,Sydney,15,26.2,0,8,11.9,48,11,22,55,1017.1,1012.2,0,1,20.6,24.7,No
8/11/2013,Sydney,17.9,28.1,0,9.4,8.3,63,4,28,44,1011,1006.4,3,6,24.5,27.6,No
9/11/2013,Sydney,22.3,33.3,0,10.4,9.5,48,9,20,42,1006.4,1006.6,4,3,24.8,28.4,No
10/11/2013,Sydney,15.7,18.9,11.6,9.6,0.7,50,15,22,75,1017.5,1017.2,8,7,15.8,18.7,Yes
11/11/2013,Sydney,15.1,18.4,39.6,9.4,0,54,31,28,91,1018.1,1016.4,8,7,16,17.3,Yes
12/11/2013,Sydney,15.6,22.8,20.2,1.8,4.9,28,4,6,79,1013.2,1011.8,8,7,17.4,21.9,Yes
13/11/2013,Sydney,15.1,27.6,7.4,3.2,13,37,20,24,59,1014.4,1011.2,1,3,20.7,23.2,Yes
14/11/2013,Sydney,16.9,27,0,9.6,13.2,33,15,20,39,1014.1,1011.3,0,1,22.5,23.7,No
15/11/2013,Sydney,15.9,23.3,0,7.8,8,69,2,26,65,1015.8,1014.6,3,6,20.7,22.6,No
16/11/2013,Sydney,15.7,21.7,23,NA,5.6,50,19,33,75,1016,1014.5,7,7,18,18.8,Yes
17/11/2013,Sydney,14.8,18,40.8,5.6,0,50,22,17,83,1015.5,1014.5,7,8,16.4,16.8,Yes
18/11/2013,Sydney,15.2,20,11.2,4,0,59,30,24,86,1013.3,1010.5,8,8,17.9,18.4,Yes
19/11/2013,Sydney,16.4,25.4,17.6,2,10.3,39,17,17,67,1011.4,1010.3,6,2,20,24.5,Yes
20/11/2013,Sydney,16.6,24.9,0.2,6.8,12,33,11,22,69,1012.4,1010.7,4,1,20.8,24.2,No
21/11/2013,Sydney,20.1,24.6,0,6.2,9.8,52,15,24,64,1012.8,1010.4,6,5,23.6,23.5,No
22/11/2013,Sydney,19.9,24.3,3,9.8,2.9,69,28,39,73,1009.1,1006.6,7,7,21.1,22.6,Yes
23/11/2013,Sydney,18.1,25,7.4,4,9.3,31,9,7,69,1005.8,1003.2,3,5,21.7,22.6,Yes
24/11/2013,Sydney,16.8,23.8,3.6,5,13,41,7,20,55,1006.3,1005.2,1,2,20.8,22.7,Yes
25/11/2013,Sydney,16.4,23.3,0,8.2,10.3,61,6,35,63,1008.1,1009.1,3,7,20.8,20,No
26/11/2013,Sydney,14.7,22.9,4.2,7.4,7.7,41,13,22,54,1016.7,1016.4,7,1,17,22.2,Yes
27/11/2013,Sydney,13.7,23.9,0,5.6,12.6,30,13,20,50,1018.3,1014.8,1,1,19.5,22.5,No
28/11/2013,Sydney,16.6,26.5,0,8,11.2,46,9,19,58,1011.7,1005,6,7,23.3,25.6,No
29/11/2013,Sydney,19.5,20.9,0.2,10.6,0,59,13,19,78,1005.8,1008.8,8,7,20.9,17.1,No
30/11/2013,Sydney,14.9,22.9,2.8,3.4,7.3,44,22,20,54,1018.8,1019.5,7,2,18.5,21.9,Yes
1/12/2013,Sydney,14,22.7,0,7,7.5,35,6,17,57,1025.1,1024.3,5,4,19,21.8,No
2/12/2013,Sydney,15.2,24.1,0,5,12.1,37,11,22,48,1022.5,1019.6,4,5,21.3,23.3,No
3/12/2013,Sydney,15.2,24.6,0,8,13.3,48,11,30,52,1017.6,1013.5,2,1,22.8,23.4,No
4/12/2013,Sydney,17.8,27.8,0,8.8,7.9,54,13,15,62,1006.3,1000.5,5,7,23.5,24.9,No
5/12/2013,Sydney,19,26.3,4,8,8.4,78,4,48,56,996.7,996.9,7,6,21.5,22.3,Yes
6/12/2013,Sydney,12.7,22.9,0,10,13.6,59,26,24,38,1011.7,1013.3,1,1,17.1,22,No
7/12/2013,Sydney,13.6,25,0,7.6,12.6,30,13,22,46,1020.4,1018.3,3,6,20,23.9,No
8/12/2013,Sydney,16.2,25.6,0,7.2,11.4,46,9,26,52,1019,1013.5,3,2,22.6,25.3,No
9/12/2013,Sydney,19.3,29.8,0,10,4.1,56,6,6,49,1009.1,1004,7,7,25.4,29.2,No
10/12/2013,Sydney,23,33,0,8,12,54,24,13,34,1002.5,1002.6,1,1,28.6,30.4,No
11/12/2013,Sydney,18.1,28,0,11.2,13.2,31,13,24,36,1009.7,1005,1,3,23.7,24.9,No
12/12/2013,Sydney,19.9,24.8,0,10.4,9.7,46,15,28,64,1011.9,1009.8,6,2,20.6,24,No
13/12/2013,Sydney,18.9,26.3,0,6.8,13,46,9,30,63,1012.5,1009.8,1,1,24.3,25.1,No
14/12/2013,Sydney,20.6,26.7,0,8.8,9.8,50,30,31,61,1014.8,1015,3,5,23.7,23.6,No
15/12/2013,Sydney,19.1,24.6,1.2,7.8,2,30,2,19,70,1018.6,1016.9,7,5,20.1,23.8,Yes
16/12/2013,Sydney,18.7,24.8,2.2,7,6.4,35,9,24,72,1020.6,1019.2,7,3,20.1,23.9,Yes
17/12/2013,Sydney,18.7,26,0.2,3.6,11.9,44,9,30,56,1021.8,1019.5,6,1,22.5,24.7,No
18/12/2013,Sydney,20.6,26,0,10,12.9,33,15,26,56,1024.2,1022.9,3,1,24.5,24.5,No
19/12/2013,Sydney,18.9,26.4,0,9,12.9,56,17,28,60,1022.5,1018.8,2,1,23.1,25.1,No
20/12/2013,Sydney,20.3,33.5,0,10,10.1,43,6,9,50,1016.3,1011.6,2,3,26.2,31.4,No
21/12/2013,Sydney,21.5,27.8,0,11.6,9.9,57,28,37,58,1016.8,1015.4,6,1,25.1,26.5,No
22/12/2013,Sydney,21.7,28.7,0,8,6.9,52,9,9,67,1012.6,1008.3,7,7,25.5,26.8,No
23/12/2013,Sydney,22.4,36,0,7.6,4,57,11,9,48,1007.2,1004.3,7,7,27.5,31.5,No
24/12/2013,Sydney,19.2,22.9,0,6.6,0,41,24,17,57,1018.3,1018.5,7,7,21.8,22.1,No
25/12/2013,Sydney,18.7,21.5,0.6,3.6,0,35,6,13,87,1019.3,1016.4,8,8,18.9,20.1,No
26/12/2013,Sydney,18.7,26.6,21,1.2,9.5,43,13,24,67,1012.3,1010.5,7,1,21.5,25.2,Yes
27/12/2013,Sydney,17.9,24.8,1.8,6.2,10.5,31,9,22,71,1012.5,1010.7,5,5,21,24.3,Yes
28/12/2013,Sydney,19.4,25.5,0,5.6,12.4,54,19,28,63,1012.3,1007.6,4,1,23.6,24.9,No
29/12/2013,Sydney,20,24.6,0,10.2,11.7,78,39,28,56,1009.5,1012.9,2,1,21.4,23.5,No
30/12/2013,Sydney,18.8,24.2,0,11.4,10.2,43,9,24,48,1015.3,1011.7,5,1,22.1,23.4,No
31/12/2013,Sydney,17.5,26.2,0,6.4,10.6,37,9,24,58,1013.2,1011,2,1,22.5,25.9,No
1/01/2014,Sydney,20.5,27.1,0,7.4,5.9,NA,13,24,60,1014.6,1011.3,5,8,24.4,24.9,No
2/01/2014,Sydney,22.3,36.5,0,8,3.5,52,6,33,36,1003.6,1002,7,7,27.1,34.5,No
3/01/2014,Sydney,21,26.2,0.2,5.6,5.6,37,13,26,57,1005.3,1.00E+03,7,6,22.2,24.8,No
4/01/2014,Sydney,20.1,27.5,0,7.4,11.2,57,17,22,57,1003.4,1002.3,1,1,22.9,24.6,No
5/01/2014,Sydney,20.8,26,0,8.2,12.2,59,9,22,67,1010.5,1005.7,6,2,24.2,24.9,No
6/01/2014,Sydney,19.6,32,0,9.4,12.8,43,17,26,28,1008.9,1007.3,1,1,25.3,28.9,No
7/01/2014,Sydney,18.3,21.6,0,11.4,1.7,44,26,13,59,1018.3,1019.4,5,7,20.9,19.5,No
8/01/2014,Sydney,16.2,22.3,5.8,7.6,0.4,35,11,15,64,1023.7,1022.4,7,7,18.3,20.5,Yes
9/01/2014,Sydney,18.1,23.2,0,3.8,2,33,17,20,51,1024.3,1023.1,7,7,21.1,22.4,No
10/01/2014,Sydney,19,25.7,0.4,6.6,9.3,41,4,26,63,1022.2,1019.6,6,3,22.3,23.8,No
11/01/2014,Sydney,19.1,29.1,0,7.2,10.9,35,6,17,57,1018.9,1014.6,1,2,23.5,27.4,No
12/01/2014,Sydney,21.1,28.8,0,10.4,10.3,39,9,19,66,1017.7,1017,2,3,24.8,26.1,No
13/01/2014,Sydney,19.7,26.8,0,7.6,11.5,33,7,17,60,1021.9,1020.2,6,2,21.9,24.7,No
14/01/2014,Sydney,18.3,27.5,0,7.2,12,44,7,30,56,1022.3,1019.7,4,0,22.8,26.2,No
15/01/2014,Sydney,21.2,28.8,0,10,12.8,56,2,22,58,1021.7,1018.2,0,1,25.6,28.2,No
16/01/2014,Sydney,21.1,28.1,0,10.8,13.1,41,9,28,61,1019.2,1016.6,0,0,25.3,27.3,No
17/01/2014,Sydney,21.3,27.7,0,10.4,12.8,52,6,26,62,1016.7,1014,2,0,24.2,27.2,No
18/01/2014,Sydney,19.3,28.7,0,10.6,13.1,52,7,22,58,1012.6,1009.4,0,0,25.1,28.3,No
19/01/2014,Sydney,21.2,29.4,0,10.8,6.1,37,6,20,63,1010,1008.9,7,6,24.9,26.4,No
20/01/2014,Sydney,21.7,25.9,0,4.2,2.8,37,11,24,68,1009.2,1008,6,7,24.1,25.1,No
21/01/2014,Sydney,19.8,25,5,5,0.6,33,20,15,74,1010.2,1008,7,7,21.6,23.9,Yes
22/01/2014,Sydney,19.8,22.8,3,2.8,0,43,15,24,67,1017.7,1019.9,7,7,21.8,22.3,Yes
23/01/2014,Sydney,20.2,24.7,0.2,4.4,4.6,31,20,20,57,1023.2,1021,5,7,22.4,23.5,No
24/01/2014,Sydney,19.7,26.3,0,7.4,1.5,52,20,28,65,1014,1008,8,8,23.9,26,No
25/01/2014,Sydney,19.3,25.3,2.4,5.6,8,56,20,37,54,1012,1014.8,4,4,22.5,23.3,Yes
26/01/2014,Sydney,17.2,22.3,0.2,8.6,2.3,31,7,19,63,1023.8,1024.1,7,7,18.1,21.1,No
27/01/2014,Sydney,16,25.5,0.2,3.6,12.7,44,13,26,54,1024.4,1022.3,3,3,20.6,24.7,No
28/01/2014,Sydney,19.6,26.5,0,9.4,13,57,17,28,51,1021.5,1018.4,1,1,24.7,25.5,No
29/01/2014,Sydney,20.3,29.1,0,12,13,44,6,20,50,1017,1014,0,1,24.5,29,No
30/01/2014,Sydney,21.7,27.9,0,9.6,13,52,13,30,50,1019.9,1016.8,3,0,25.2,27.6,No
31/01/2014,Sydney,20.3,28.3,0,12.6,13,44,17,26,48,1014.9,1012,1,1,24.7,27.2,No
1/02/2014,Sydney,21.7,28.7,0,11,10.6,37,17,17,66,1015.2,1012.6,6,3,23.6,26.6,No
2/02/2014,Sydney,22.3,27.4,0,7.2,12.7,43,22,26,61,1015.6,1014.3,3,1,24.6,26.4,No
3/02/2014,Sydney,21.3,27.1,0,12,11.6,56,26,33,53,1015.7,1012,1,0,24.9,25.9,No
4/02/2014,Sydney,20.7,25.2,0,12,1.2,61,17,31,73,1017.1,1019.4,7,8,25.1,19.5,No
5/02/2014,Sydney,17.5,24.5,3.2,5.2,3.1,41,26,26,53,1023.9,1022.3,6,7,20.6,22.7,Yes
6/02/2014,Sydney,17.1,23.3,1.2,7.2,3.2,26,11,17,58,1020.3,1017.7,8,7,19.2,23.2,Yes
7/02/2014,Sydney,15.5,25.4,0.2,4.2,12.3,41,11,30,58,1017.7,1015.2,1,1,19.6,25,No
8/02/2014,Sydney,19.4,27.3,0,9.2,12.1,44,2,26,56,1018.1,1016.3,0,0,24.3,25.9,No
9/02/2014,Sydney,20.6,27.6,0,9.6,12.9,48,9,22,58,1018.9,1015.4,2,0,24.6,27.1,No
10/02/2014,Sydney,20.6,27.2,0,10.4,0.2,59,20,17,69,1019.5,1017.5,8,6,20.8,25.5,No
11/02/2014,Sydney,20.1,27.7,0,7.2,4,31,4,13,66,1017.6,1014.6,8,2,22.4,25.9,No
12/02/2014,Sydney,22.1,26.3,0.2,6,4.3,33,19,22,73,1016.5,1015.6,7,7,23.5,25.8,No
13/02/2014,Sydney,21.5,27,3.4,4.6,7.5,39,11,28,65,1015.1,1011.3,4,8,25.1,25.6,Yes
14/02/2014,Sydney,20.8,23.5,1,8.8,0,28,6,17,80,1008.1,1006.4,8,8,21.6,22.8,No
15/02/2014,Sydney,20.9,24.9,1,2.2,0,26,2,17,85,1003.7,999.5,8,8,21.5,23.1,No
16/02/2014,Sydney,21.4,25,6,2.4,0,54,6,24,81,999.5,1001.6,8,8,24.7,21.5,Yes
17/02/2014,Sydney,18.4,26.4,21.8,7,8.3,31,13,20,73,1013.5,1013.3,7,4,19,23.7,Yes
18/02/2014,Sydney,18.9,24.7,0,2.4,2.7,26,4,13,73,1013,1009.9,7,7,20.6,23.9,No
19/02/2014,Sydney,20.5,29.1,0,2.2,1.8,35,11,13,82,1004.8,1002.1,7,8,23.8,23.5,No
20/02/2014,Sydney,20.4,29.1,13.2,4.2,11.2,33,7,17,46,1007.8,1007.9,5,2,22.2,25.6,Yes
21/02/2014,Sydney,18,27,0,11.4,11.9,41,20,28,39,1016,1015.8,1,1,21.1,24.4,No
22/02/2014,Sydney,19.5,24.7,0,5.8,9.2,33,9,24,60,1020.3,1019.2,7,4,22,23.1,No
23/02/2014,Sydney,19.6,26.5,0,8,10.7,37,24,20,51,1023.4,1021.8,1,2,23,24.2,No
24/02/2014,Sydney,19.1,26.4,0.2,6.4,11,33,9,19,64,1020.7,1018.2,2,1,21.7,24.9,No
25/02/2014,Sydney,19.5,26.7,0,7.4,11.8,50,6,30,63,1017.9,1013.6,3,1,23.2,26.1,No
26/02/2014,Sydney,19.7,32.4,0,9.8,6.2,43,7,17,52,1011.8,1010.1,6,7,25.1,30.3,No
27/02/2014,Sydney,20.3,22,4.4,5.2,0.2,44,24,26,80,1017.3,1019.2,7,7,21.7,21.2,Yes
28/02/2014,Sydney,19.3,21.6,2.4,3.2,0,44,20,20,77,1022.7,1022.5,8,7,19.7,21,Yes
1/03/2014,Sydney,18.2,22.7,10.4,1.6,0,26,2,11,83,1020.5,1019.1,7,8,19.6,22,Yes
2/03/2014,Sydney,17.9,22.8,6.6,2.4,1.2,41,11,17,86,1020.3,1020.6,7,8,19.3,19.8,Yes
3/03/2014,Sydney,18.8,26.3,4.6,3.8,3.8,37,11,11,73,1024.8,1024.5,3,7,21.7,22.2,Yes
4/03/2014,Sydney,19,25.4,1.4,2.6,3.3,22,7,11,71,1026.1,1023.7,7,7,20.9,24.7,Yes
5/03/2014,Sydney,18.1,27.5,0.2,4,7.7,50,4,15,66,1018.6,1014,1,3,21.9,26.6,No
6/03/2014,Sydney,21,26.8,1.6,7,5.8,46,20,22,67,1018.6,1018.3,7,7,22.3,25.8,Yes
7/03/2014,Sydney,19.3,26.9,0.2,5.2,7.5,31,13,20,67,1020.3,1018.7,4,5,23,25.7,No
8/03/2014,Sydney,21.6,27.2,0,5.6,8.9,39,13,22,64,1022.6,1021.5,7,2,23.8,24.7,No
9/03/2014,Sydney,19.6,27.1,0,6.4,11.1,31,6,20,61,1023.6,1020.9,4,3,22.8,25.7,No
10/03/2014,Sydney,21.9,27.5,0.2,6.8,11,37,11,26,58,1023.4,1021.5,3,2,25.6,26.4,No
11/03/2014,Sydney,19.6,27.8,0,8.6,10.8,35,9,20,57,1023.6,1021.3,1,1,22.8,26.3,No
12/03/2014,Sydney,19.2,29.2,0,8.2,6.2,37,7,11,61,1018.1,1015.4,6,7,22.1,27.6,No
13/03/2014,Sydney,18.5,27,27.8,7,6.2,44,15,15,69,1020.4,1018.2,6,3,19.6,26,Yes
14/03/2014,Sydney,19.3,26.3,0.2,4,7.9,43,7,30,63,1018.4,1014.7,6,1,22.7,25.2,No
15/03/2014,Sydney,19.5,26.6,0,7.8,5.8,91,7,17,63,1013,1008.4,4,7,22.5,25.8,No
16/03/2014,Sydney,19.2,29.3,5.4,5.8,5.8,57,9,13,66,1005.5,1004.7,2,7,24.2,22.5,Yes
17/03/2014,Sydney,15.1,28,5,6.2,11.2,35,15,26,36,1016.9,1015,1,1,19.4,27.5,Yes
18/03/2014,Sydney,16.1,29.7,0.2,7.2,10.4,31,19,19,46,1021,1018.7,1,5,19.9,28.7,No
19/03/2014,Sydney,19.6,27.9,0,6.6,10.1,48,13,26,62,1023.9,1023.6,1,6,23.9,27.8,No
20/03/2014,Sydney,21.7,27,0,6.2,9.2,33,0,22,56,1026.9,1024.2,3,3,25.5,26.4,No
21/03/2014,Sydney,20.4,26.8,1,6,5.2,39,6,19,67,1022.5,1018.9,7,4,21.7,25.2,No
22/03/2014,Sydney,18.7,26.7,0,6,9.5,37,6,20,64,1017.8,1014.5,3,2,23.6,25.7,No
23/03/2014,Sydney,20.3,27,0,5.2,7.2,41,6,19,67,1017.6,1013.2,3,7,23,25.7,No
24/03/2014,Sydney,20.1,23.2,0.4,6.2,0,54,24,31,84,1016.4,1015.3,8,8,20.3,17.5,No
25/03/2014,Sydney,17.1,25.2,6.8,4.2,6.5,35,11,9,75,1020,1019.6,1,7,19.8,24.7,Yes
26/03/2014,Sydney,19.7,24.9,0.6,2.8,0,37,11,9,81,1022.5,1021.2,7,7,21.2,24.4,No
27/03/2014,Sydney,20.6,22.2,18,2.8,0,35,2,7,83,1022.3,1020,8,8,21.2,20.3,Yes
28/03/2014,Sydney,18,24.7,7.4,1,0,26,13,11,75,1017,1013.3,7,8,18.7,24.3,Yes
29/03/2014,Sydney,18.7,25.7,0.8,3.6,5.6,41,15,24,70,1015.3,1015,6,7,20.6,24.4,No
30/03/2014,Sydney,19.4,27,0.2,3.6,10.1,35,11,22,62,1020.1,1019.2,3,3,22.4,27,No
31/03/2014,Sydney,17.5,25,3.6,5,10.2,26,15,15,72,1022.4,1019.7,3,6,19.6,23.5,Yes
1/04/2014,Sydney,17.5,26.4,0,3.2,6.2,31,13,17,72,1019.7,1017.5,7,7,20.5,24.6,No
2/04/2014,Sydney,18.1,26,0,4.8,10.9,26,11,20,79,1017.9,1014.6,2,1,18.9,24.7,No
3/04/2014,Sydney,18.9,26.3,0,3,8.8,31,13,24,76,1017.5,1015,1,7,21.3,25.1,No
4/04/2014,Sydney,19.9,22.3,0,6,0,43,11,19,78,1018.5,1016.5,8,8,20.4,21.5,No
5/04/2014,Sydney,18,26,5.6,9.2,6.4,50,13,24,72,1018.8,1016.9,7,3,20.6,23.8,Yes
6/04/2014,Sydney,17.2,21.7,3.4,4.6,1.1,48,9,7,86,1020.9,1020.8,7,8,19.2,19.5,Yes
7/04/2014,Sydney,15.3,22.4,16,4.2,3.3,39,13,9,73,1025.5,1023.6,6,6,16.9,21.1,Yes
8/04/2014,Sydney,17.2,23.2,5,5.2,1.2,22,13,13,65,1023.9,1020.1,7,6,19.6,22.9,Yes
9/04/2014,Sydney,15.9,24.1,0,0.4,4.6,22,13,17,63,1021.4,1017.9,7,7,20.4,23.2,No
10/04/2014,Sydney,17.8,24.7,0,2.6,0,17,11,7,78,1016.9,1012.7,7,8,20.2,20,No
11/04/2014,Sydney,18.9,28,5.6,1.6,3.7,37,22,9,60,1005.5,1002.9,5,7,24.1,25.7,Yes
12/04/2014,Sydney,17.9,21,5,3.8,0.7,54,26,22,75,1011.1,1011.9,7,6,19.1,20,Yes
13/04/2014,Sydney,16,20.6,3.8,1.4,1,52,20,15,87,1016.8,1016.1,7,7,17.8,18.5,Yes
14/04/2014,Sydney,13.5,21,2.8,3.6,3.3,41,20,15,67,1020.4,1018.8,6,5,17.2,19.4,Yes
15/04/2014,Sydney,13.4,21.9,4.2,3.4,3.5,50,22,28,61,1020.7,1018.4,7,8,17.3,20.8,Yes
16/04/2014,Sydney,14.3,23.3,29.6,3.2,9,43,20,22,63,1019.8,1017.3,5,3,17.7,21.9,Yes
17/04/2014,Sydney,13.1,23.7,0,5.2,9,41,19,22,52,1019.6,1017.4,5,1,17.2,23.1,No
18/04/2014,Sydney,13.5,26.5,0,2.2,10.8,35,15,13,50,1016.3,1011.7,2,3,16.7,26.1,No
19/04/2014,Sydney,15,22.7,0,3.8,10.7,41,17,22,51,1016.4,1014.8,1,1,19.2,20.8,No
20/04/2014,Sydney,13.2,22.9,0,5.2,10.4,28,17,17,59,1018.4,1014.7,3,1,16.3,21.9,No
21/04/2014,Sydney,13.2,25.3,0,4,9.7,35,20,15,40,1021.1,1018.5,1,3,15.9,24.4,No
22/04/2014,Sydney,12.4,25.8,0,4,7.9,20,17,11,50,1018.7,1014.9,7,7,15.8,24.4,No
23/04/2014,Sydney,13.4,26.1,0,4.2,9,24,20,13,48,1017.6,1014.9,7,3,17.6,24,No
24/04/2014,Sydney,14.1,29.9,0,3.8,9.1,41,15,6,41,1013.7,1011.3,6,7,19.3,28.9,No
