Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity_Avg,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,RainToday
29/09/2013,SydneyAirport,14.5,22.3,0,9.8,10.8,50,11,24,31,1017.4,1014.8,1,1,No
30/09/2013,SydneyAirport,12.6,29.2,0,6.4,10.6,44,15,28,32,1016.4,1010.2,6,3,No
1/10/2013,SydneyAirport,17.2,33.6,0,8.6,3,85,35,59,27,1003.2,1005.1,7,7,No
2/10/2013,SydneyAirport,12.3,27.8,0,9.8,11.2,48,24,26,21,1015.4,1007.3,1,7,No
3/10/2013,SydneyAirport,14.8,17.8,0,10,3.7,61,30,44,41,1011,1014.4,2,4,No
4/10/2013,SydneyAirport,9.8,18.8,1,3.8,10.6,52,28,17,43,1022.5,1019.3,2,1,No
5/10/2013,SydneyAirport,9.9,28.6,0,5.2,9.2,30,20,17,36,1016.5,1010.1,4,6,No
6/10/2013,SydneyAirport,13.8,32.7,0,5.6,11.2,39,9,24,26,1010.5,1004.5,2,3,No
7/10/2013,SydneyAirport,16,19.7,0,9.8,10.4,69,37,39,64,1011.3,1010.9,2,2,No
8/10/2013,SydneyAirport,14.5,20,1.2,5.8,11.2,56,9,28,64,1014.1,1016,1,5,Yes
9/10/2013,SydneyAirport,11.5,29.5,0,5,11.9,35,19,28,38,1019,1012.7,0,0,No
10/10/2013,SydneyAirport,17.1,37.8,0,10,10,80,17,35,8,1009.2,1002.9,7,1,No
11/10/2013,SydneyAirport,16.9,22.2,0,13.2,10,70,30,22,55,1013.3,1012.7,5,1,No
12/10/2013,SydneyAirport,14.4,26.8,0,5.8,11.2,41,11,31,60,1015.9,1009.4,0,0,No
13/10/2013,SydneyAirport,17.6,36.2,0,6.6,10.8,81,17,54,23,1001.9,996.1,2,1,No
14/10/2013,SydneyAirport,13.2,17.7,3.4,15.2,6.7,52,37,24,45,1014.6,1014.9,5,2,Yes
15/10/2013,SydneyAirport,9.7,24.8,0,5.8,12.1,41,17,33,35,1022.6,1018.4,1,0,No
16/10/2013,SydneyAirport,12,28.5,0,6.4,11.7,57,13,35,25,1018.8,1012.2,1,1,No
17/10/2013,SydneyAirport,17,33.9,0,11.2,5.2,81,33,48,11,1005.3,1002.9,7,7,No
18/10/2013,SydneyAirport,13.2,20.9,0,13.4,11.2,57,20,28,41,1025.8,1025.1,2,2,No
19/10/2013,SydneyAirport,12.6,23.8,0,6.8,12.1,44,11,31,42,1028.1,1024.3,0,0,No
20/10/2013,SydneyAirport,15.4,28.3,0,7.2,10.9,48,13,30,57,1021.5,1016,0,5,No
21/10/2013,SydneyAirport,16.8,32.5,0,6.2,10.3,50,17,28,40,1016.1,1011.4,0,6,No
22/10/2013,SydneyAirport,19.1,27.6,0,9.4,0.6,63,26,11,74,1016.2,1012,7,8,No
23/10/2013,SydneyAirport,20.2,33.7,3.8,2.8,11.9,83,28,41,27,1004.5,1002.3,3,1,Yes
24/10/2013,SydneyAirport,16.7,23.7,0,12.4,12.5,65,28,48,29,1011.9,1013.3,1,1,No
25/10/2013,SydneyAirport,11.4,25.1,0,10.8,10.4,44,22,31,28,1023.3,1019,1,0,No
26/10/2013,SydneyAirport,12.8,22.1,0,8.8,11.6,43,31,28,36,1021,1019.3,7,1,No
27/10/2013,SydneyAirport,14.5,23.1,0,6,9.1,41,19,20,49,1022.4,1020.7,3,7,No
28/10/2013,SydneyAirport,16.1,23.3,1.2,3.2,5.7,50,19,20,72,1019.5,1014.4,7,2,Yes
29/10/2013,SydneyAirport,16.9,24.3,5.2,4.8,5,94,15,59,73,1006.5,1008.5,7,7,Yes
30/10/2013,SydneyAirport,13,20.9,0.6,7.4,12,52,26,24,56,1019.7,1018.3,6,2,No
31/10/2013,SydneyAirport,16.4,24.1,0,5.4,9.8,39,11,28,53,1021.9,1019.4,5,1,No
1/11/2013,SydneyAirport,16.9,23.2,0,8,7.7,43,9,30,57,1023.7,1020.1,7,7,No
2/11/2013,SydneyAirport,16.3,30.8,0,5.6,7.1,35,11,24,52,1018,1012.2,7,7,No
3/11/2013,SydneyAirport,18.6,34.9,0,7.6,7.4,76,11,43,21,1010.1,1006.4,7,6,No
4/11/2013,SydneyAirport,14.8,18.4,0,11.2,11.7,63,43,50,52,1022.6,1023.8,1,1,No
5/11/2013,SydneyAirport,13.3,19.9,0,9.8,4.3,48,30,24,60,1028.1,1026.7,7,5,No
6/11/2013,SydneyAirport,11.9,23.7,0,4.6,12.2,50,11,37,46,1024.2,1019.2,1,1,No
7/11/2013,SydneyAirport,15.9,30.3,0,8,11.9,50,13,31,46,1017,1011.7,0,1,No
8/11/2013,SydneyAirport,19.1,34,0,9.4,8.3,69,15,37,39,1010.8,1005.7,3,6,No
9/11/2013,SydneyAirport,21.4,31.8,0.4,10.4,9.5,54,17,37,37,1006.2,1006.8,4,3,No
10/11/2013,SydneyAirport,15.5,20,2.2,9.6,0.7,56,33,33,74,1017.4,1017.3,8,7,Yes
11/11/2013,SydneyAirport,14.7,18.8,20.8,9.4,0,61,46,43,92,1018.2,1016.4,8,7,Yes
12/11/2013,SydneyAirport,15.1,22.4,7.4,1.8,4.9,33,0,9,75,1013.4,1011.8,8,7,Yes
13/11/2013,SydneyAirport,15.1,29.7,7.8,3.2,13,44,17,28,42,1014.4,1010.8,1,3,Yes
14/11/2013,SydneyAirport,16.9,28.6,0,9.6,13.2,43,20,28,32,1014.3,1011.4,0,1,No
15/11/2013,SydneyAirport,16.4,23,0,7.8,8,50,13,31,69,1015.8,1015,3,6,No
16/11/2013,SydneyAirport,14.5,21.2,80.4,NA,5.6,52,22,37,77,1016.1,1014.8,7,7,Yes
17/11/2013,SydneyAirport,15.3,18.6,11.2,5.6,0,61,33,39,83,1015.5,1014.4,7,8,Yes
18/11/2013,SydneyAirport,14.9,19.6,13.6,4,0,61,44,37,90,1013.4,1010.6,8,8,Yes
19/11/2013,SydneyAirport,16.1,24.1,15.8,2,10.3,48,30,24,69,1011.5,1010.5,6,2,Yes
20/11/2013,SydneyAirport,17,26.7,0,6.8,12,43,11,28,64,1012.4,1010.6,4,1,No
21/11/2013,SydneyAirport,19.6,27.1,0,6.2,9.8,52,28,35,55,1012.7,1010.2,6,5,No
22/11/2013,SydneyAirport,20.1,25.9,2.2,9.8,2.9,78,33,44,68,1009.2,1006.5,7,7,Yes
23/11/2013,SydneyAirport,17.8,24.9,10.2,4,9.3,41,11,15,71,1005.7,1003.1,3,5,Yes
24/11/2013,SydneyAirport,17.3,23.1,0.4,5,13,50,17,28,57,1006.3,1005.2,1,2,No
25/11/2013,SydneyAirport,16.3,22,0,8.2,10.3,78,13,46,70,1008.2,1009.1,3,7,No
26/11/2013,SydneyAirport,15.8,21.1,0.4,7.4,7.7,56,30,30,57,1016.7,1016.6,7,1,No
27/11/2013,SydneyAirport,14.2,24.1,0,5.6,12.6,41,13,28,46,1018.2,1014.7,1,1,No
28/11/2013,SydneyAirport,17.3,29.3,0,8,11.2,57,17,39,50,1011.6,1004.6,6,7,No
29/11/2013,SydneyAirport,19.6,20.7,0,10.6,0,69,20,41,79,1005.9,1009,8,7,No
30/11/2013,SydneyAirport,14.4,21.6,8.4,3.4,7.3,56,30,28,60,1018.8,1019.7,7,2,Yes
1/12/2013,SydneyAirport,14.3,23.2,0,7,7.5,35,11,17,57,1025.1,1024.4,5,4,No
2/12/2013,SydneyAirport,17,25.6,0,5,12.1,44,13,30,40,1022.5,1019.4,4,5,No
3/12/2013,SydneyAirport,16.4,26.4,0,8,13.3,59,17,37,44,1017.7,1013.3,2,1,No
4/12/2013,SydneyAirport,17.4,29.1,0,8.8,7.9,67,13,31,52,1006.1,1000.4,5,7,No
5/12/2013,SydneyAirport,18.7,27.5,3.4,8,8.4,94,13,54,58,997,997.5,7,6,Yes
6/12/2013,SydneyAirport,13.1,21.8,0,10,13.6,54,33,24,34,1011.7,1013.5,1,1,No
7/12/2013,SydneyAirport,14,25.6,0,7.6,12.6,35,15,20,34,1020.5,1018.3,3,6,No
8/12/2013,SydneyAirport,17.3,27.6,0,7.2,11.4,52,17,37,45,1019.1,1013.4,3,2,No
9/12/2013,SydneyAirport,20,32,0,10,4.1,54,11,26,44,1009.2,1003.8,7,7,No
10/12/2013,SydneyAirport,24.1,34.4,0,8,12,59,28,26,34,1002.5,1002.8,1,1,No
11/12/2013,SydneyAirport,17.6,29.4,0,11.2,13.2,43,17,30,32,1009.8,1004.7,1,3,No
12/12/2013,SydneyAirport,19.7,27,0,10.4,9.7,56,20,31,60,1012,1009.8,6,2,No
13/12/2013,SydneyAirport,19.2,28.9,0,6.8,13,56,9,33,62,1012.5,1009.9,1,1,No
14/12/2013,SydneyAirport,20.8,24.9,0,8.8,9.8,54,37,33,67,1014.9,1015.4,3,5,No
15/12/2013,SydneyAirport,18.3,24.3,6.2,7.8,2,37,9,24,77,1018.7,1017.1,7,5,Yes
16/12/2013,SydneyAirport,18.4,25.1,23,7,6.4,41,17,26,76,1020.8,1019.1,7,3,Yes
17/12/2013,SydneyAirport,18.6,27.7,7.8,3.6,11.9,52,15,33,47,1021.6,1019.3,6,1,Yes
18/12/2013,SydneyAirport,20,26.3,0,10,12.9,41,17,31,52,1024.1,1022.8,3,1,No
19/12/2013,SydneyAirport,19.9,27.8,0,9,12.9,65,24,41,53,1022.4,1018.6,2,1,No
20/12/2013,SydneyAirport,21.1,37.8,0,10,10.1,41,13,30,43,1016.1,1011.1,2,3,No
21/12/2013,SydneyAirport,21.4,26.3,0,11.6,9.9,61,31,43,76,1016.8,1015.6,6,1,No
22/12/2013,SydneyAirport,21.4,31.2,0,8,6.9,63,17,28,60,1012.6,1008.2,7,7,No
23/12/2013,SydneyAirport,21.5,36.6,0,7.6,4,72,15,15,52,1007.3,1004.2,7,7,No
24/12/2013,SydneyAirport,18.8,21.5,0,6.6,0,52,31,24,63,1018.4,1018.7,7,7,No
25/12/2013,SydneyAirport,18.1,21.5,0.4,3.6,0,37,9,20,90,1019.3,1016.5,8,8,No
26/12/2013,SydneyAirport,18.6,25,15.8,1.2,9.5,54,20,22,72,1012.5,1010.7,7,1,Yes
27/12/2013,SydneyAirport,17.9,25.8,1.2,6.2,10.5,39,11,26,68,1012.5,1011,5,5,Yes
28/12/2013,SydneyAirport,18.7,27.6,0,5.6,12.4,57,19,37,55,1012.3,1007.6,4,1,No
29/12/2013,SydneyAirport,20.2,22.9,0,10.2,11.7,89,59,37,65,1009.4,1013.1,2,1,No
30/12/2013,SydneyAirport,18.4,25.6,0,11.4,10.2,48,13,33,46,1015.4,1011.7,5,1,No
31/12/2013,SydneyAirport,18,30.2,0,6.4,10.6,37,11,24,54,1013.3,1011.1,2,1,No
1/01/2014,SydneyAirport,19.6,28.1,0,7.4,5.9,52,17,39,59,1014.7,1011.2,5,8,No
2/01/2014,SydneyAirport,22.3,36.8,0,8,3.5,63,7,35,67,1003.7,1002.5,7,7,No
3/01/2014,SydneyAirport,20.5,28.3,0.4,5.6,5.6,41,22,28,53,1005.2,999.8,7,6,No
4/01/2014,SydneyAirport,20.2,26.3,0,7.4,11.2,65,28,26,59,1003.4,1002.5,1,1,No
5/01/2014,SydneyAirport,20.3,29,0,8.2,12.2,72,17,43,57,1010.5,1005.4,6,2,No
6/01/2014,SydneyAirport,20.2,30.6,0,9.4,12.8,50,22,31,30,1009,1007.5,1,1,No
7/01/2014,SydneyAirport,17.6,22.4,0,11.4,1.7,54,39,28,62,1018.3,1019.3,5,7,No
8/01/2014,SydneyAirport,16.9,22.5,0.2,7.6,0.4,44,17,22,71,1023.9,1022.6,7,7,No
9/01/2014,SydneyAirport,18,24,0.2,3.8,2,41,19,26,43,1024.4,1023.1,7,7,No
10/01/2014,SydneyAirport,18.7,27.8,0.6,6.6,9.3,50,9,33,71,1022.3,1019.6,6,3,No
11/01/2014,SydneyAirport,19.7,31.9,0,7.2,10.9,37,9,28,51,1018.7,1014.3,1,2,No
12/01/2014,SydneyAirport,21,27.9,0,10.4,10.3,37,19,26,73,1017.8,1017,2,3,No
13/01/2014,SydneyAirport,20.1,26.1,0,7.6,11.5,35,17,20,60,1022.1,1020.1,6,2,No
14/01/2014,SydneyAirport,19.8,29.7,0,7.2,12,52,13,35,48,1022.2,1019.4,4,0,No
15/01/2014,SydneyAirport,21.5,31.3,0,10,12.8,65,9,44,50,1021.6,1017.8,0,1,No
16/01/2014,SydneyAirport,21.8,30.8,0,10.8,13.1,46,19,28,56,1019.1,1016.5,0,0,No
17/01/2014,SydneyAirport,21.4,30.8,0,10.4,12.8,63,11,31,54,1016.6,1013.9,2,0,No
18/01/2014,SydneyAirport,20.4,31.8,0,10.6,13.1,56,7,41,51,1012.6,1009,0,0,No
19/01/2014,SydneyAirport,20.3,25.5,0,10.8,6.1,52,26,31,84,1010.2,1009.1,7,6,No
20/01/2014,SydneyAirport,21.4,26.2,0.2,4.2,2.8,44,13,26,82,1009.4,1008.2,6,7,No
21/01/2014,SydneyAirport,19.6,25.4,2.2,5,0.6,30,20,17,71,1010.4,1008,7,7,Yes
22/01/2014,SydneyAirport,19.5,23.5,3.4,2.8,0,48,31,33,70,1017.8,1020,7,7,Yes
23/01/2014,SydneyAirport,19.7,26,0.4,4.4,4.6,37,24,26,50,1023.3,1020.9,5,7,No
24/01/2014,SydneyAirport,20,28.4,0,7.4,1.5,63,20,39,59,1014,1007.5,8,8,No
25/01/2014,SydneyAirport,19.5,22.9,3.4,5.6,8,61,31,46,62,1012.2,1014.9,4,4,Yes
26/01/2014,SydneyAirport,16.6,22.8,0.8,8.6,2.3,33,15,19,62,1023.9,1024.2,7,7,No
27/01/2014,SydneyAirport,17,27.3,0,3.6,12.7,50,9,35,47,1024.4,1022.1,3,3,No
28/01/2014,SydneyAirport,19.8,28.7,0,9.4,13,65,22,46,42,1021.4,1018.2,1,1,No
29/01/2014,SydneyAirport,20.8,30.9,0,12,13,57,11,31,52,1017,1013.7,0,1,No
30/01/2014,SydneyAirport,20.7,30.4,0,9.6,13,63,17,43,43,1020,1016.6,3,0,No
31/01/2014,SydneyAirport,19.4,30.5,0,12.6,13,52,24,35,41,1015,1011.7,1,1,No
1/02/2014,SydneyAirport,20.8,27.8,0,11,10.6,44,24,24,72,1015.3,1012.7,6,3,No
2/02/2014,SydneyAirport,22.1,29.7,0,7.2,12.7,52,30,39,53,1015.6,1014.5,3,1,No
3/02/2014,SydneyAirport,21.9,30.1,0,12,11.6,65,35,41,45,1015.6,1011.8,1,0,No
4/02/2014,SydneyAirport,20.5,25.4,0,12,1.2,67,19,43,80,1017.2,1019.6,7,8,No
5/02/2014,SydneyAirport,18.4,23.6,0.8,5.2,3.1,46,33,28,58,1024.1,1022.5,6,7,No
6/02/2014,SydneyAirport,17.3,24.3,0.4,7.2,3.2,33,11,17,55,1020.5,1017.8,8,7,No
7/02/2014,SydneyAirport,15.9,27.7,0,4.2,12.3,50,9,35,51,1017.7,1015,1,1,No
8/02/2014,SydneyAirport,19.2,29.8,0,9.2,12.1,54,6,37,48,1018.1,1016,0,0,No
9/02/2014,SydneyAirport,20.7,30.7,0,9.6,12.9,57,13,35,55,1018.9,1015.3,2,0,No
10/02/2014,SydneyAirport,20.1,23.5,0.2,10.4,0.2,76,31,28,77,1019.6,1017.6,8,6,No
11/02/2014,SydneyAirport,20,26,0,7.2,4,35,11,24,78,1017.8,1014.9,8,2,No
12/02/2014,SydneyAirport,20.7,28,0,6,4.3,41,22,30,68,1016.5,1015.5,7,7,No
13/02/2014,SydneyAirport,21.4,29.8,1.2,4.6,7.5,50,20,31,52,1015.1,1011.2,4,8,Yes
14/02/2014,SydneyAirport,21.6,25.7,0,8.8,0,31,9,19,74,1008.2,1006.4,8,8,No
15/02/2014,SydneyAirport,21.2,27.1,2.6,2.2,0,35,15,20,83,1003.6,999.3,8,8,Yes
16/02/2014,SydneyAirport,22.3,24.4,4.6,2.4,0,56,11,30,92,999.4,1001.4,8,8,Yes
17/02/2014,SydneyAirport,18.3,25.3,17.4,7,8.3,44,20,20,73,1013.6,1013.6,7,4,Yes
18/02/2014,SydneyAirport,19.1,25.1,0,2.4,2.7,31,4,20,71,1013.1,1009.8,7,7,No
19/02/2014,SydneyAirport,21,29.3,0,2.2,1.8,41,13,13,85,1004.8,1002.2,7,8,No
20/02/2014,SydneyAirport,20.5,27.8,24.6,4.2,11.2,33,20,28,42,1007.6,1008,5,2,Yes
21/02/2014,SydneyAirport,18.4,25.5,0,11.4,11.9,48,19,28,43,1016,1015.9,1,1,No
22/02/2014,SydneyAirport,18.9,24.3,0,5.8,9.2,37,22,24,73,1020.5,1019.3,7,4,No
23/02/2014,SydneyAirport,19.3,24.4,0,8,10.7,43,28,28,58,1023.4,1022.1,1,2,No
24/02/2014,SydneyAirport,19.7,27,0,6.4,11,41,9,22,61,1020.7,1018,2,1,No
25/02/2014,SydneyAirport,20,28.9,0,7.4,11.8,56,6,37,54,1017.9,1013.4,3,1,No
26/02/2014,SydneyAirport,20.6,34.9,0,9.8,6.2,54,11,15,46,1011.8,1009.8,6,7,No
27/02/2014,SydneyAirport,20.3,21.8,6.2,5.2,0.2,54,33,35,87,1017.3,1019.2,7,7,Yes
28/02/2014,SydneyAirport,19.4,21.9,0,3.2,0,46,30,28,77,1022.9,1022.5,8,7,No
1/03/2014,SydneyAirport,18.6,23.8,8.8,1.6,0,44,9,24,80,1020.6,1019.2,7,8,Yes
2/03/2014,SydneyAirport,18,23.8,4.2,2.4,1.2,39,19,19,87,1020.3,1020.6,7,8,Yes
3/03/2014,SydneyAirport,19.2,24.9,0.2,3.8,3.8,35,17,6,83,1024.9,1024.7,3,7,No
4/03/2014,SydneyAirport,19.3,26.3,4.8,2.6,3.3,28,13,15,68,1026.1,1023.7,7,7,Yes
5/03/2014,SydneyAirport,18.4,30.7,0,4,7.7,59,13,28,58,1018.6,1013.7,1,3,No
6/03/2014,SydneyAirport,19.6,24.3,12,7,5.8,59,30,28,77,1018.6,1018.5,7,7,Yes
7/03/2014,SydneyAirport,19.4,28.1,0.2,5.2,7.5,37,9,20,63,1020.3,1018.5,4,5,No
8/03/2014,SydneyAirport,21,28.6,0,5.6,8.9,46,4,28,72,1022.7,1021.5,7,2,No
9/03/2014,SydneyAirport,20,28.2,0.2,6.4,11.1,37,9,24,54,1023.5,1020.9,4,3,No
10/03/2014,SydneyAirport,21.8,29.5,0,6.8,11,41,17,30,52,1023.4,1021.4,3,2,No
11/03/2014,SydneyAirport,19.9,28.7,0,8.6,10.8,44,13,26,52,1023.5,1021.2,1,1,No
12/03/2014,SydneyAirport,19.8,28.6,0,8.2,6.2,35,11,15,57,1018.3,1015.5,6,7,No
13/03/2014,SydneyAirport,18.3,24.7,30.6,7,6.2,56,24,24,78,1020.5,1018.5,6,3,Yes
14/03/2014,SydneyAirport,18.8,28.6,0,4,7.9,48,11,33,57,1018.3,1014.6,6,1,No
15/03/2014,SydneyAirport,20.8,28.3,0,7.8,5.8,50,15,19,59,1013,1008.2,4,7,No
16/03/2014,SydneyAirport,19.4,29.3,9.6,5.8,5.8,57,17,17,58,1005.4,1004.5,2,7,Yes
17/03/2014,SydneyAirport,15.3,28,3.8,6.2,11.2,43,20,13,35,1016.9,1015,1,1,Yes
18/03/2014,SydneyAirport,16.2,30.8,0,7.2,10.4,35,13,22,40,1020.9,1018.6,1,5,No
19/03/2014,SydneyAirport,18.6,25.5,0,6.6,10.1,59,19,37,74,1023.9,1023.6,1,6,No
20/03/2014,SydneyAirport,19.9,27.3,0,6.2,9.2,39,0,28,58,1026.9,1024.2,3,3,No
21/03/2014,SydneyAirport,21.2,28.2,4.2,6,5.2,41,17,28,57,1022.4,1018.8,7,4,Yes
22/03/2014,SydneyAirport,18.6,30,0,6,9.5,46,11,26,60,1017.8,1014.1,3,2,No
23/03/2014,SydneyAirport,20,29.1,1.4,5.2,7.2,35,9,19,69,1017.7,1013.2,3,7,Yes
24/03/2014,SydneyAirport,20.1,22.6,0,6.2,0,72,33,20,89,1016.5,1015.4,8,8,No
25/03/2014,SydneyAirport,16.8,25.4,40,4.2,6.5,31,13,15,73,1019.9,1019.8,1,7,Yes
26/03/2014,SydneyAirport,20.2,25.6,0.2,2.8,0,46,7,13,84,1022.6,1021.2,7,7,No
27/03/2014,SydneyAirport,20.4,23.3,22.8,2.8,0,54,7,15,79,1022.3,1020.1,8,8,Yes
28/03/2014,SydneyAirport,17.9,25.4,6.4,1,0,24,13,9,75,1016.9,1013.4,7,8,Yes
29/03/2014,SydneyAirport,18.8,23.5,1.2,3.6,5.6,46,19,30,75,1015.4,1015.1,6,7,Yes
30/03/2014,SydneyAirport,19.5,25.1,0,3.6,10.1,35,15,24,73,1020.1,1019.3,3,3,No
31/03/2014,SydneyAirport,17.8,24.9,2.8,5,10.2,26,11,19,68,1022.3,1019.6,3,6,Yes
1/04/2014,SydneyAirport,17.7,28.5,0,3.2,6.2,37,11,19,61,1019.6,1017.1,7,7,No
2/04/2014,SydneyAirport,18.7,28.1,0,4.8,10.9,31,11,24,70,1017.7,1014.3,2,1,No
3/04/2014,SydneyAirport,19.6,28.9,0,3,8.8,41,13,24,67,1017.3,1014.7,1,7,No
4/04/2014,SydneyAirport,19.7,21.5,0.2,6,0,50,15,28,86,1018.4,1016.6,8,8,No
5/04/2014,SydneyAirport,18.2,23.3,4.6,9.2,6.4,70,11,31,80,1018.7,1016.8,7,3,Yes
6/04/2014,SydneyAirport,17,21.3,2.2,4.6,1.1,59,26,22,86,1020.8,1021.1,7,8,Yes
7/04/2014,SydneyAirport,16.6,22,18.6,4.2,3.3,46,22,17,63,1025.2,1023.6,6,6,Yes
8/04/2014,SydneyAirport,17.4,23.4,2.2,5.2,1.2,26,11,19,62,1023.8,1020,7,6,Yes
9/04/2014,SydneyAirport,15.9,24.7,0,0.4,4.6,28,7,20,60,1021.3,1017.8,7,7,No
10/04/2014,SydneyAirport,17.9,24,0,2.6,0,20,9,13,76,1016.8,1012.8,7,8,No
11/04/2014,SydneyAirport,19,27.1,5,1.6,3.7,52,22,17,62,1005.5,1002.9,5,7,Yes
12/04/2014,SydneyAirport,18,21.1,8,3.8,0.7,72,37,39,78,1011,1012.1,7,6,Yes
13/04/2014,SydneyAirport,16.1,20.7,1.4,1.4,1,54,30,35,81,1016.9,1016.1,7,7,Yes
14/04/2014,SydneyAirport,13.9,19.1,2.4,3.6,3.3,54,30,26,75,1020.3,1018.8,6,5,Yes
15/04/2014,SydneyAirport,13.9,20.7,1.6,3.4,3.5,52,17,37,69,1020.7,1018.3,7,8,Yes
16/04/2014,SydneyAirport,14.7,20.8,15.2,3.2,9,48,24,35,69,1019.8,1017.4,5,3,Yes
17/04/2014,SydneyAirport,13.2,21.1,0,5.2,9,52,15,31,55,1019.5,1017.5,5,1,No
18/04/2014,SydneyAirport,13.1,26.6,0,2.2,10.8,44,17,22,44,1016.3,1011.6,2,3,No
19/04/2014,SydneyAirport,16.2,19.6,0,3.8,10.7,54,26,30,57,1016.5,1015,1,1,No
20/04/2014,SydneyAirport,12.3,24,0,5.2,10.4,33,13,24,52,1018.3,1014.6,3,1,No
21/04/2014,SydneyAirport,12.6,23.7,0,4,9.7,28,17,17,42,1021.1,1018.5,1,3,No
22/04/2014,SydneyAirport,12.5,25.4,0,4,7.9,30,15,11,46,1018.7,1014.8,7,7,No
23/04/2014,SydneyAirport,13.6,24.1,0,4.2,9,26,15,11,46,1017.6,1014.8,7,3,No
24/04/2014,SydneyAirport,14.3,30.1,0,3.8,9.1,52,19,24,33,1013.6,1011.1,6,7,No
25/04/2014,SydneyAirport,19.1,21.9,0,4.6,3.2,44,19,22,72,1023.1,1019.2,8,1,No
26/04/2014,SydneyAirport,14.7,24.8,4.8,2,1.2,31,15,17,62,1015.1,1011.4,7,7,Yes
27/04/2014,SydneyAirport,17.3,19.1,0.4,2.2,0,48,26,31,82,1023.3,1023.1,5,7,No
28/04/2014,SydneyAirport,15.6,22.3,2.6,1,2.8,26,7,17,69,1025.8,1021.9,6,6,Yes
29/04/2014,SydneyAirport,14.2,26.4,0,3,8.5,33,13,26,61,1017.7,1013.1,1,7,No
30/04/2014,SydneyAirport,18.4,23.9,3.4,5,7.1,50,13,26,57,1012.4,1011.7,7,2,Yes
1/05/2014,SydneyAirport,11.3,19.8,0,5.2,10.2,35,13,15,48,1017.7,1013.7,1,1,No
2/05/2014,SydneyAirport,13.4,22.7,0,2.8,7.3,57,26,22,45,1006.9,1001.7,2,6,No
3/05/2014,SydneyAirport,11.7,16.1,2.6,5.6,1.1,52,17,37,60,996.6,994.9,7,7,Yes
4/05/2014,SydneyAirport,10.8,20.3,4.6,3.8,8.5,65,39,39,39,1001.8,1003.9,5,1,Yes
5/05/2014,SydneyAirport,10.1,21,0,5.4,10.4,37,28,17,38,1017.9,1016.7,1,3,No
6/05/2014,SydneyAirport,10.5,20.2,0,3.4,8.2,35,26,19,53,1021.1,1018.6,5,3,No
7/05/2014,SydneyAirport,11.3,18,0.2,3.2,9.7,50,28,30,56,1023.8,1023,3,2,No
8/05/2014,SydneyAirport,10.5,18.2,0,5.8,6.2,54,26,24,63,1026.1,1024.2,2,6,No
9/05/2014,SydneyAirport,11.7,20.4,1,3,3,30,13,17,69,1026.3,1023.6,4,7,No
10/05/2014,SydneyAirport,12,24.4,0,2.2,5.2,28,20,19,58,1023.9,1019.8,3,7,No
11/05/2014,SydneyAirport,14.4,22.3,0,2,8.3,50,15,31,68,1022,1022,1,3,No
12/05/2014,SydneyAirport,12.7,20.2,0.2,4,8.8,50,20,26,69,1029.9,1028.6,3,2,No
13/05/2014,SydneyAirport,13.9,21.5,8.4,4.8,8.8,28,20,11,60,1030.4,1027.1,1,3,Yes
14/05/2014,SydneyAirport,12.7,23.2,0,1.8,9.5,35,13,24,59,1029.1,1025.7,1,2,No
15/05/2014,SydneyAirport,11.9,23.4,0,4,10,24,15,13,59,1028.5,1025.1,1,1,No
16/05/2014,SydneyAirport,12.1,25.4,0,3.2,9.9,28,17,7,41,1029.2,1026.7,0,1,No
17/05/2014,SydneyAirport,11.7,25.7,0,4,9.1,28,13,15,40,1030.3,1026.4,6,3,No
18/05/2014,SydneyAirport,12.6,24.2,0,3.4,2.8,20,11,13,48,1028.2,1025.1,7,7,No
19/05/2014,SydneyAirport,13.4,26.2,0,2.4,7.5,30,17,9,46,1026,1022.3,7,1,No
20/05/2014,SydneyAirport,13.9,25.6,0,3.2,4.7,28,13,11,48,1022.8,1019.4,7,7,No
21/05/2014,SydneyAirport,14.4,21.7,0,3.6,9.8,37,13,13,67,1024.3,1022.7,2,2,No
22/05/2014,SydneyAirport,13,26.5,0,2.2,9.4,28,17,9,46,1023.3,1018.5,1,1,No
23/05/2014,SydneyAirport,13.1,26.5,0,4,8,28,17,15,47,1018,1012.7,3,5,No
24/05/2014,SydneyAirport,15.4,25.1,0,4.8,7.4,44,15,17,51,1015.4,1013.9,2,6,No
25/05/2014,SydneyAirport,15,25.6,0,3.4,7.1,33,17,17,61,1018.2,1017,5,2,No
26/05/2014,SydneyAirport,14.2,25.1,0,3.4,9.4,31,13,19,60,1023.3,1020.6,6,6,No
27/05/2014,SydneyAirport,16.3,25.2,0,2.6,3,54,11,33,56,1017.8,1010.2,7,7,No
28/05/2014,SydneyAirport,16.5,25.2,0,5.6,9.6,50,28,33,33,1013.4,1013.4,1,1,No
29/05/2014,SydneyAirport,13.3,20,0,5.4,7.7,46,17,24,59,1023,1022.2,2,5,No
30/05/2014,SydneyAirport,15.7,19.1,0,4.4,5.2,44,20,19,76,1026.8,1024.7,6,3,No
31/05/2014,SydneyAirport,14.4,21.9,2.6,1,7.5,35,13,22,72,1026.8,1022.7,5,4,Yes
